Name,Comment,Time,Likes,Reply Count
Qiaoyi Li,"Hi Mosh, thank you for this amazing tutorial, following your deployment guide, but I find that there is no sql_store in my Schemas tab.  I dont know why and looking forward to your kind replay, thanks in advance.",2020-05-26T00:26:43Z,0,1
Coding Techno Oregano,"There is a huge chance you want make project with mysql & java. But there is no exact tutorial that you are finding. For java developer.
https://youtu.be/TeAKe5bUQHg -installation process of mysql
https://youtu.be/zzK3EuFQ5J8 - connection with mysql workbench
https://youtu.be/LwLJjZaotek
https://youtu.be/QEEJvKAQaQA
https://youtu.be/at94bZ5hFSs",2020-11-13T08:21:18Z,0,
Azumara Daniel,I am having issues loading the zipped file. It's showing error.,2020-05-25T22:19:00Z,0,0
ashwani payal,"hi Mosh , i have python 3.8 installed on my  computer , its path is also define in system variable  but still i am getting error as shown at 11:25 minute "" python 3.8 is not installed "" . i am unable to understand why i am getting this error . I am using PyCharm editor for writting python code and have installed my sql connector into that. Can u please help me for finding reason for this error ?",2020-05-25T10:46:05Z,0,0
Ali Ahmed Mohamed Eltoney,"the cheat sheet  link says not found , where can i get it ?",2020-05-24T18:03:20Z,0,0
Sean Karabo,ANybody else have a problem loading the schemas even after restarting workbench?,2020-05-24T11:03:58Z,0,0
Mansi patel,"I want to define RECURSIVE CTE in mysql but MySQL version5.6 does not support CTE, how can i handle this?",2020-05-23T19:41:08Z,0,0
Halkawt Muhamad,"Please answer me, I can't connect mysql to an add on in google sheet which is known as database browser, to edit my data and upload it in the google sheet. A message pops up and says your data has no access to internet.",2020-05-23T11:33:02Z,0,0
BlackHat Visions,You kept saying you will teach us how to get the current year without hard coding it but YOU NEVER DID!!!,2020-05-22T21:26:59Z,0,0
Emilian Tudor,"Hi Most,
 Unfortunatelly your link toward your SQL badabase  doesn't work (Get my FREE SQL cheat sheet: ) doesn't work. Could you help me with those dababases?",2020-05-22T19:13:41Z,1,0
Excel Squad,Sir Please explain How to install on Linux thank you.,2020-05-22T12:20:37Z,0,0
Yash Gupta,sql_store data is fetching forever ........ how do i fix that ?,2020-05-22T10:55:33Z,0,0
Biology world,Amazing tutorial. Thank you so much. This gonna really help me..,2020-05-21T19:57:48Z,0,1
Coding Techno Oregano,"There is a huge chance you want make project with mysql & java. But there is no exact tutorial that you are finding. For java developer.
https://youtu.be/TeAKe5bUQHg -installation process of mysql
https://youtu.be/zzK3EuFQ5J8 - connection with mysql workbench
https://youtu.be/LwLJjZaotek
https://youtu.be/QEEJvKAQaQA
https://youtu.be/at94bZ5hFSs",2020-11-13T08:21:05Z,0,
Eléonore DELAIRE,I have others databases. I have about city and not customers ? So I cannot follow your lead :(,2020-05-21T17:48:56Z,0,0
life saver,thank you!,2020-05-21T16:04:25Z,0,0
Sadab Noor,The sql store in schema is showing fetching tables ?,2020-05-21T08:04:27Z,0,0
Saytinh,"The ""Get my FREE SQL cheat sheet"" is no longer available now. Where can I get it? Thanks",2020-05-21T03:32:20Z,0,1
goh minhua,literally still thr,2020-05-22T14:01:08Z,0,
Mahmoud Magdy,error 1046 no data  base selected how to fix it,2020-05-21T00:06:40Z,0,0
Cem Bikmaz,"Different dataset on Windows There are different datasets on mac. For example, there is no file named sql_store.customers in the 20th minute of the video. It was difficult to find the schema part in Windows. No matter how in my eyes. :D",2020-05-20T20:39:08Z,0,0
Kathy Padgett,I'm an inexperienced user of YouTube. Where is the zip file you refer to? Thanks.,2020-05-20T15:35:48Z,0,0
Vedant Warang,"Great Tutorial, and the cheatsheet is very useful. Thanks a lot!",2020-05-20T12:56:03Z,0,0
Delicious Recipes,3 hr better than a semester 🙄,2020-05-20T08:34:51Z,0,0
Henry Leu,"Your ""creat-databases.sql"" file has error.
I execute this file, but some items don't get to read.",2020-05-20T02:26:01Z,12,15
SidVicious,"@Marijana Spasojevic  I can remember right now, myabe first time. I saw a comment that suggested to restart workbench. Others suggest that is bug in some versions of Workbench. Maybe you can try to download another version. Btw it works fine for me on both 5.7 and 8.0 versions.",2020-06-17T18:13:07Z,0,
Marijana Spasojevic,"@SidVicious hey, i did it and now its fetching tables for a long time, did you have that problem?",2020-06-17T16:43:36Z,0,
SidVicious,"@emperbon probably no,  most  of the time  refresh button will do his job.",2020-06-14T09:42:22Z,0,
emperbon,"@SidVicious I ran the code after I restarted, and the tables disappeared again. Do we really have to restart the workbench every time we are creating tables?",2020-06-13T18:15:17Z,0,
SidVicious,"If somebody have a problem with reading databse, open the file in Workbench and find “utf8mb4_0900_ai_ci” and replaced it with “utf8mb4_general_ci“, then restart the Workbench.  Works for me on Workbench 8.0",2020-06-11T09:36:40Z,3,
Vishal,@Henry Leu past all three in a single SQL file in order (first second third ) and execute. it was not possible to paste the entire code in one comment.,2020-05-30T16:40:54Z,0,
Vishal,"@Henry Leu -- third part
CREATE TABLE `sql_store`.`order_item_notes` (
  `note_id` INT NOT NULL,
  `order_Id` INT NOT NULL,
  `product_id` INT NOT NULL,
  `note` VARCHAR(255) NOT NULL,
  PRIMARY KEY (`note_id`));

INSERT INTO `order_item_notes` (`note_id`, `order_Id`, `product_id`, `note`) VALUES ('1', '1', '2', 'first note');
INSERT INTO `order_item_notes` (`note_id`, `order_Id`, `product_id`, `note`) VALUES ('2', '1', '2', 'second note');


DROP DATABASE IF EXISTS `sql_hr`;
CREATE DATABASE `sql_hr`;
USE `sql_hr`;


CREATE TABLE `offices` (
  `office_id` int(11) NOT NULL,
  `address` varchar(50) NOT NULL,
  `city` varchar(50) NOT NULL,
  `state` varchar(50) NOT NULL,
  PRIMARY KEY (`office_id`)
) ENGINE=InnoDB DEFAULT CHARSET=utf8mb4 COLLATE=utf8mb4_0900_ai_ci;
INSERT INTO `offices` VALUES (1,'03 Reinke Trail','Cincinnati','OH');
INSERT INTO `offices` VALUES (2,'5507 Becker Terrace','New York City','NY');
INSERT INTO `offices` VALUES (3,'54 Northland Court','Richmond','VA');
INSERT INTO `offices` VALUES (4,'08 South Crossing','Cincinnati','OH');
INSERT INTO `offices` VALUES (5,'553 Maple Drive','Minneapolis','MN');
INSERT INTO `offices` VALUES (6,'23 North Plaza','Aurora','CO');
INSERT INTO `offices` VALUES (7,'9658 Wayridge Court','Boise','ID');
INSERT INTO `offices` VALUES (8,'9 Grayhawk Trail','New York City','NY');
INSERT INTO `offices` VALUES (9,'16862 Westend Hill','Knoxville','TN');
INSERT INTO `offices` VALUES (10,'4 Bluestem Parkway','Savannah','GA');



CREATE TABLE `employees` (
  `employee_id` int(11) NOT NULL,
  `first_name` varchar(50) NOT NULL,
  `last_name` varchar(50) NOT NULL,
  `job_title` varchar(50) NOT NULL,
  `salary` int(11) NOT NULL,
  `reports_to` int(11) DEFAULT NULL,
  `office_id` int(11) NOT NULL,
  PRIMARY KEY (`employee_id`),
  KEY `fk_employees_offices_idx` (`office_id`),
  KEY `fk_employees_employees_idx` (`reports_to`),
  CONSTRAINT `fk_employees_managers` FOREIGN KEY (`reports_to`) REFERENCES `employees` (`employee_id`),
  CONSTRAINT `fk_employees_offices` FOREIGN KEY (`office_id`) REFERENCES `offices` (`office_id`) ON UPDATE CASCADE
) ENGINE=InnoDB DEFAULT CHARSET=utf8mb4 COLLATE=utf8mb4_0900_ai_ci;
INSERT INTO `employees` VALUES (37270,'Yovonnda','Magrannell','Executive Secretary',63996,NULL,10);
INSERT INTO `employees` VALUES (33391,'D\'arcy','Nortunen','Account Executive',62871,37270,1);
INSERT INTO `employees` VALUES (37851,'Sayer','Matterson','Statistician III',98926,37270,1);
INSERT INTO `employees` VALUES (40448,'Mindy','Crissil','Staff Scientist',94860,37270,1);
INSERT INTO `employees` VALUES (56274,'Keriann','Alloisi','VP Marketing',110150,37270,1);
INSERT INTO `employees` VALUES (63196,'Alaster','Scutchin','Assistant Professor',32179,37270,2);
INSERT INTO `employees` VALUES (67009,'North','de Clerc','VP Product Management',114257,37270,2);
INSERT INTO `employees` VALUES (67370,'Elladine','Rising','Social Worker',96767,37270,2);
INSERT INTO `employees` VALUES (68249,'Nisse','Voysey','Financial Advisor',52832,37270,2);
INSERT INTO `employees` VALUES (72540,'Guthrey','Iacopetti','Office Assistant I',117690,37270,3);
INSERT INTO `employees` VALUES (72913,'Kass','Hefferan','Computer Systems Analyst IV',96401,37270,3);
INSERT INTO `employees` VALUES (75900,'Virge','Goodrum','Information Systems Manager',54578,37270,3);
INSERT INTO `employees` VALUES (76196,'Mirilla','Janowski','Cost Accountant',119241,37270,3);
INSERT INTO `employees` VALUES (80529,'Lynde','Aronson','Junior Executive',77182,37270,4);
INSERT INTO `employees` VALUES (80679,'Mildrid','Sokale','Geologist II',67987,37270,4);
INSERT INTO `employees` VALUES (84791,'Hazel','Tarbert','General Manager',93760,37270,4);
INSERT INTO `employees` VALUES (95213,'Cole','Kesterton','Pharmacist',86119,37270,4);
INSERT INTO `employees` VALUES (96513,'Theresa','Binney','Food Chemist',47354,37270,5);
INSERT INTO `employees` VALUES (98374,'Estrellita','Daleman','Staff Accountant IV',70187,37270,5);
INSERT INTO `employees` VALUES (115357,'Ivy','Fearey','Structural Engineer',92710,37270,5);


DROP DATABASE IF EXISTS `sql_inventory`;
CREATE DATABASE `sql_inventory`;
USE `sql_inventory`;


CREATE TABLE `products` (
  `product_id` int(11) NOT NULL AUTO_INCREMENT,
  `name` varchar(50) NOT NULL,
  `quantity_in_stock` int(11) NOT NULL,
  `unit_price` decimal(4,2) NOT NULL,
  PRIMARY KEY (`product_id`)
) ENGINE=InnoDB AUTO_INCREMENT=11 DEFAULT CHARSET=utf8mb4 COLLATE=utf8mb4_0900_ai_ci;
INSERT INTO `products` VALUES (1,'Foam Dinner Plate',70,1.21);
INSERT INTO `products` VALUES (2,'Pork - Bacon,back Peameal',49,4.65);
INSERT INTO `products` VALUES (3,'Lettuce - Romaine, Heart',38,3.35);
INSERT INTO `products` VALUES (4,'Brocolinni - Gaylan, Chinese',90,4.53);
INSERT INTO `products` VALUES (5,'Sauce - Ranch Dressing',94,1.63);
INSERT INTO `products` VALUES (6,'Petit Baguette',14,2.39);
INSERT INTO `products` VALUES (7,'Sweet Pea Sprouts',98,3.29);
INSERT INTO `products` VALUES (8,'Island Oasis - Raspberry',26,0.74);
INSERT INTO `products` VALUES (9,'Longan',67,2.26);
INSERT INTO `products` VALUES (10,'Broom - Push',6,1.09);",2020-05-30T16:39:40Z,0,
Vishal,"@Henry Leu 
-- second part
CREATE TABLE `shippers` (
  `shipper_id` smallint(6) NOT NULL AUTO_INCREMENT,
  `name` varchar(50) NOT NULL,
  PRIMARY KEY (`shipper_id`)
) ENGINE=InnoDB AUTO_INCREMENT=6 DEFAULT CHARSET=utf8mb4 COLLATE=utf8mb4_0900_ai_ci;
INSERT INTO `shippers` VALUES (1,'Hettinger LLC');
INSERT INTO `shippers` VALUES (2,'Schinner-Predovic');
INSERT INTO `shippers` VALUES (3,'Satterfield LLC');
INSERT INTO `shippers` VALUES (4,'Mraz, Renner and Nolan');
INSERT INTO `shippers` VALUES (5,'Waters, Mayert and Prohaska');


CREATE TABLE `customers` (
  `customer_id` int(11) NOT NULL AUTO_INCREMENT,
  `first_name` varchar(50) NOT NULL,
  `last_name` varchar(50) NOT NULL,
  `birth_date` date DEFAULT NULL,
  `phone` varchar(50) DEFAULT NULL,
  `address` varchar(50) NOT NULL,
  `city` varchar(50) NOT NULL,
  `state` char(2) NOT NULL,
  `points` int(11) NOT NULL DEFAULT '0',
  PRIMARY KEY (`customer_id`)
) ENGINE=InnoDB AUTO_INCREMENT=11 DEFAULT CHARSET=utf8mb4 COLLATE=utf8mb4_0900_ai_ci;
INSERT INTO `customers` VALUES (1,'Babara','MacCaffrey','1986-03-28','781-932-9754','0 Sage Terrace','Waltham','MA',2273);
INSERT INTO `customers` VALUES (2,'Ines','Brushfield','1986-04-13','804-427-9456','14187 Commercial Trail','Hampton','VA',947);
INSERT INTO `customers` VALUES (3,'Freddi','Boagey','1985-02-07','719-724-7869','251 Springs Junction','Colorado Springs','CO',2967);
INSERT INTO `customers` VALUES (4,'Ambur','Roseburgh','1974-04-14','407-231-8017','30 Arapahoe Terrace','Orlando','FL',457);
INSERT INTO `customers` VALUES (5,'Clemmie','Betchley','1973-11-07',NULL,'5 Spohn Circle','Arlington','TX',3675);
INSERT INTO `customers` VALUES (6,'Elka','Twiddell','1991-09-04','312-480-8498','7 Manley Drive','Chicago','IL',3073);
INSERT INTO `customers` VALUES (7,'Ilene','Dowson','1964-08-30','615-641-4759','50 Lillian Crossing','Nashville','TN',1672);
INSERT INTO `customers` VALUES (8,'Thacher','Naseby','1993-07-17','941-527-3977','538 Mosinee Center','Sarasota','FL',205);
INSERT INTO `customers` VALUES (9,'Romola','Rumgay','1992-05-23','559-181-3744','3520 Ohio Trail','Visalia','CA',1486);
INSERT INTO `customers` VALUES (10,'Levy','Mynett','1969-10-13','404-246-3370','68 Lawn Avenue','Atlanta','GA',796);


CREATE TABLE `order_statuses` (
  `order_status_id` tinyint(4) NOT NULL,
  `name` varchar(50) NOT NULL,
  PRIMARY KEY (`order_status_id`)
) ENGINE=InnoDB DEFAULT CHARSET=utf8mb4 COLLATE=utf8mb4_0900_ai_ci;
INSERT INTO `order_statuses` VALUES (1,'Processed');
INSERT INTO `order_statuses` VALUES (2,'Shipped');
INSERT INTO `order_statuses` VALUES (3,'Delivered');


CREATE TABLE `orders` (
  `order_id` int(11) NOT NULL AUTO_INCREMENT,
  `customer_id` int(11) NOT NULL,
  `order_date` date NOT NULL,
  `status` tinyint(4) NOT NULL DEFAULT '1',
  `comments` varchar(2000) DEFAULT NULL,
  `shipped_date` date DEFAULT NULL,
  `shipper_id` smallint(6) DEFAULT NULL,
  PRIMARY KEY (`order_id`),
  KEY `fk_orders_customers_idx` (`customer_id`),
  KEY `fk_orders_shippers_idx` (`shipper_id`),
  KEY `fk_orders_order_statuses_idx` (`status`),
  CONSTRAINT `fk_orders_customers` FOREIGN KEY (`customer_id`) REFERENCES `customers` (`customer_id`) ON UPDATE CASCADE,
  CONSTRAINT `fk_orders_order_statuses` FOREIGN KEY (`status`) REFERENCES `order_statuses` (`order_status_id`) ON UPDATE CASCADE,
  CONSTRAINT `fk_orders_shippers` FOREIGN KEY (`shipper_id`) REFERENCES `shippers` (`shipper_id`) ON UPDATE CASCADE
) ENGINE=InnoDB AUTO_INCREMENT=11 DEFAULT CHARSET=utf8mb4 COLLATE=utf8mb4_0900_ai_ci;
INSERT INTO `orders` VALUES (1,6,'2019-01-30',1,NULL,NULL,NULL);
INSERT INTO `orders` VALUES (2,7,'2018-08-02',2,NULL,'2018-08-03',4);
INSERT INTO `orders` VALUES (3,8,'2017-12-01',1,NULL,NULL,NULL);
INSERT INTO `orders` VALUES (4,2,'2017-01-22',1,NULL,NULL,NULL);
INSERT INTO `orders` VALUES (5,5,'2017-08-25',2,'','2017-08-26',3);
INSERT INTO `orders` VALUES (6,10,'2018-11-18',1,'Aliquam erat volutpat. In congue.',NULL,NULL);
INSERT INTO `orders` VALUES (7,2,'2018-09-22',2,NULL,'2018-09-23',4);
INSERT INTO `orders` VALUES (8,5,'2018-06-08',1,'Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.',NULL,NULL);
INSERT INTO `orders` VALUES (9,10,'2017-07-05',2,'Nulla mollis molestie lorem. Quisque ut erat.','2017-07-06',1);
INSERT INTO `orders` VALUES (10,6,'2018-04-22',2,NULL,'2018-04-23',2);


CREATE TABLE `order_items` (
  `order_id` int(11) NOT NULL AUTO_INCREMENT,
  `product_id` int(11) NOT NULL,
  `quantity` int(11) NOT NULL,
  `unit_price` decimal(4,2) NOT NULL,
  PRIMARY KEY (`order_id`,`product_id`),
  KEY `fk_order_items_products_idx` (`product_id`),
  CONSTRAINT `fk_order_items_orders` FOREIGN KEY (`order_id`) REFERENCES `orders` (`order_id`) ON UPDATE CASCADE,
  CONSTRAINT `fk_order_items_products` FOREIGN KEY (`product_id`) REFERENCES `products` (`product_id`) ON UPDATE CASCADE
) ENGINE=InnoDB AUTO_INCREMENT=11 DEFAULT CHARSET=utf8mb4 COLLATE=utf8mb4_0900_ai_ci;
INSERT INTO `order_items` VALUES (1,4,4,3.74);
INSERT INTO `order_items` VALUES (2,1,2,9.10);
INSERT INTO `order_items` VALUES (2,4,4,1.66);
INSERT INTO `order_items` VALUES (2,6,2,2.94);
INSERT INTO `order_items` VALUES (3,3,10,9.12);
INSERT INTO `order_items` VALUES (4,3,7,6.99);
INSERT INTO `order_items` VALUES (4,10,7,6.40);
INSERT INTO `order_items` VALUES (5,2,3,9.89);
INSERT INTO `order_items` VALUES (6,1,4,8.65);
INSERT INTO `order_items` VALUES (6,2,4,3.28);
INSERT INTO `order_items` VALUES (6,3,4,7.46);
INSERT INTO `order_items` VALUES (6,5,1,3.45);
INSERT INTO `order_items` VALUES (7,3,7,9.17);
INSERT INTO `order_items` VALUES (8,5,2,6.94);
INSERT INTO `order_items` VALUES (8,8,2,8.59);
INSERT INTO `order_items` VALUES (9,6,5,7.28);
INSERT INTO `order_items` VALUES (10,1,10,6.01);
INSERT INTO `order_items` VALUES (10,9,9,4.28);",2020-05-30T16:38:54Z,0,
Vishal,"@Henry Leu 
-- first part
DROP DATABASE IF EXISTS `sql_invoicing`;
CREATE DATABASE `sql_invoicing`; 
USE `sql_invoicing`;

SET NAMES utf8 ;
SET character_set_client = utf8mb4 ;

CREATE TABLE `payment_methods` (
  `payment_method_id` tinyint(4) NOT NULL AUTO_INCREMENT,
  `name` varchar(50) NOT NULL,
  PRIMARY KEY (`payment_method_id`)
) ENGINE=InnoDB AUTO_INCREMENT=5 DEFAULT CHARSET=utf8mb4 COLLATE=utf8mb4_0900_ai_ci;
INSERT INTO `payment_methods` VALUES (1,'Credit Card');
INSERT INTO `payment_methods` VALUES (2,'Cash');
INSERT INTO `payment_methods` VALUES (3,'PayPal');
INSERT INTO `payment_methods` VALUES (4,'Wire Transfer');

CREATE TABLE `clients` (
  `client_id` int(11) NOT NULL,
  `name` varchar(50) NOT NULL,
  `address` varchar(50) NOT NULL,
  `city` varchar(50) NOT NULL,
  `state` char(2) NOT NULL,
  `phone` varchar(50) DEFAULT NULL,
  PRIMARY KEY (`client_id`)
) ENGINE=InnoDB DEFAULT CHARSET=utf8mb4 COLLATE=utf8mb4_0900_ai_ci;
INSERT INTO `clients` VALUES (1,'Vinte','3 Nevada Parkway','Syracuse','NY','315-252-7305');
INSERT INTO `clients` VALUES (2,'Myworks','34267 Glendale Parkway','Huntington','WV','304-659-1170');
INSERT INTO `clients` VALUES (3,'Yadel','096 Pawling Parkway','San Francisco','CA','415-144-6037');
INSERT INTO `clients` VALUES (4,'Kwideo','81674 Westerfield Circle','Waco','TX','254-750-0784');
INSERT INTO `clients` VALUES (5,'Topiclounge','0863 Farmco Road','Portland','OR','971-888-9129');

CREATE TABLE `invoices` (
  `invoice_id` int(11) NOT NULL,
  `number` varchar(50) NOT NULL,
  `client_id` int(11) NOT NULL,
  `invoice_total` decimal(9,2) NOT NULL,
  `payment_total` decimal(9,2) NOT NULL DEFAULT '0.00',
  `invoice_date` date NOT NULL,
  `due_date` date NOT NULL,
  `payment_date` date DEFAULT NULL,
  PRIMARY KEY (`invoice_id`),
  KEY `FK_client_id` (`client_id`),
  CONSTRAINT `FK_client_id` FOREIGN KEY (`client_id`) REFERENCES `clients` (`client_id`) ON DELETE RESTRICT ON UPDATE CASCADE
) ENGINE=InnoDB DEFAULT CHARSET=utf8mb4 COLLATE=utf8mb4_0900_ai_ci;
INSERT INTO `invoices` VALUES (1,'91-953-3396',2,101.79,0.00,'2019-03-09','2019-03-29',NULL);
INSERT INTO `invoices` VALUES (2,'03-898-6735',5,175.32,8.18,'2019-06-11','2019-07-01','2019-02-12');
INSERT INTO `invoices` VALUES (3,'20-228-0335',5,147.99,0.00,'2019-07-31','2019-08-20',NULL);
INSERT INTO `invoices` VALUES (4,'56-934-0748',3,152.21,0.00,'2019-03-08','2019-03-28',NULL);
INSERT INTO `invoices` VALUES (5,'87-052-3121',5,169.36,0.00,'2019-07-18','2019-08-07',NULL);
INSERT INTO `invoices` VALUES (6,'75-587-6626',1,157.78,74.55,'2019-01-29','2019-02-18','2019-01-03');
INSERT INTO `invoices` VALUES (7,'68-093-9863',3,133.87,0.00,'2019-09-04','2019-09-24',NULL);
INSERT INTO `invoices` VALUES (8,'78-145-1093',1,189.12,0.00,'2019-05-20','2019-06-09',NULL);
INSERT INTO `invoices` VALUES (9,'77-593-0081',5,172.17,0.00,'2019-07-09','2019-07-29',NULL);
INSERT INTO `invoices` VALUES (10,'48-266-1517',1,159.50,0.00,'2019-06-30','2019-07-20',NULL);
INSERT INTO `invoices` VALUES (11,'20-848-0181',3,126.15,0.03,'2019-01-07','2019-01-27','2019-01-11');
INSERT INTO `invoices` VALUES (13,'41-666-1035',5,135.01,87.44,'2019-06-25','2019-07-15','2019-01-26');
INSERT INTO `invoices` VALUES (15,'55-105-9605',3,167.29,80.31,'2019-11-25','2019-12-15','2019-01-15');
INSERT INTO `invoices` VALUES (16,'10-451-8824',1,162.02,0.00,'2019-03-30','2019-04-19',NULL);
INSERT INTO `invoices` VALUES (17,'33-615-4694',3,126.38,68.10,'2019-07-30','2019-08-19','2019-01-15');
INSERT INTO `invoices` VALUES (18,'52-269-9803',5,180.17,42.77,'2019-05-23','2019-06-12','2019-01-08');
INSERT INTO `invoices` VALUES (19,'83-559-4105',1,134.47,0.00,'2019-11-23','2019-12-13',NULL);

CREATE TABLE `payments` (
  `payment_id` int(11) NOT NULL AUTO_INCREMENT,
  `client_id` int(11) NOT NULL,
  `invoice_id` int(11) NOT NULL,
  `date` date NOT NULL,
  `amount` decimal(9,2) NOT NULL,
  `payment_method` tinyint(4) NOT NULL,
  PRIMARY KEY (`payment_id`),
  KEY `fk_client_id_idx` (`client_id`),
  KEY `fk_invoice_id_idx` (`invoice_id`),
  KEY `fk_payment_payment_method_idx` (`payment_method`),
  CONSTRAINT `fk_payment_client` FOREIGN KEY (`client_id`) REFERENCES `clients` (`client_id`) ON UPDATE CASCADE,
  CONSTRAINT `fk_payment_invoice` FOREIGN KEY (`invoice_id`) REFERENCES `invoices` (`invoice_id`) ON UPDATE CASCADE,
  CONSTRAINT `fk_payment_payment_method` FOREIGN KEY (`payment_method`) REFERENCES `payment_methods` (`payment_method_id`)
) ENGINE=InnoDB AUTO_INCREMENT=9 DEFAULT CHARSET=utf8mb4 COLLATE=utf8mb4_0900_ai_ci;
INSERT INTO `payments` VALUES (1,5,2,'2019-02-12',8.18,1);
INSERT INTO `payments` VALUES (2,1,6,'2019-01-03',74.55,1);
INSERT INTO `payments` VALUES (3,3,11,'2019-01-11',0.03,1);
INSERT INTO `payments` VALUES (4,5,13,'2019-01-26',87.44,1);
INSERT INTO `payments` VALUES (5,3,15,'2019-01-15',80.31,1);
INSERT INTO `payments` VALUES (6,3,17,'2019-01-15',68.10,1);
INSERT INTO `payments` VALUES (7,5,18,'2019-01-08',32.77,1);
INSERT INTO `payments` VALUES (8,5,18,'2019-01-08',10.00,2);


DROP DATABASE IF EXISTS `sql_store`;
CREATE DATABASE `sql_store`;
USE `sql_store`;

CREATE TABLE `products` (
  `product_id` int(11) NOT NULL AUTO_INCREMENT,
  `name` varchar(50) NOT NULL,
  `quantity_in_stock` int(11) NOT NULL,
  `unit_price` decimal(4,2) NOT NULL,
  PRIMARY KEY (`product_id`)
) ENGINE=InnoDB AUTO_INCREMENT=11 DEFAULT CHARSET=utf8mb4 COLLATE=utf8mb4_0900_ai_ci;
INSERT INTO `products` VALUES (1,'Foam Dinner Plate',70,1.21);
INSERT INTO `products` VALUES (2,'Pork - Bacon,back Peameal',49,4.65);
INSERT INTO `products` VALUES (3,'Lettuce - Romaine, Heart',38,3.35);
INSERT INTO `products` VALUES (4,'Brocolinni - Gaylan, Chinese',90,4.53);
INSERT INTO `products` VALUES (5,'Sauce - Ranch Dressing',94,1.63);
INSERT INTO `products` VALUES (6,'Petit Baguette',14,2.39);
INSERT INTO `products` VALUES (7,'Sweet Pea Sprouts',98,3.29);
INSERT INTO `products` VALUES (8,'Island Oasis - Raspberry',26,0.74);
INSERT INTO `products` VALUES (9,'Longan',67,2.26);
INSERT INTO `products` VALUES (10,'Broom - Push',6,1.09);",2020-05-30T16:37:43Z,0,
Vishal,@Henry Leu i will try pasting the entire code in that file please wait.,2020-05-30T16:32:31Z,1,
Henry Leu,@Vishal I loaded into the workbench. Some items show warnings. I don't know if that's normal or not. Too bad I cannot list a screenshot here,2020-05-30T16:27:32Z,0,
Vishal,@Henry Leu are you able to see the code after opening the file?,2020-05-30T16:19:57Z,0,
Henry Leu,@Vishal I still got a lot of warnings!,2020-05-30T16:05:48Z,0,
Vishal,update workbench and try again,2020-05-30T15:49:05Z,0,
Muhammed Gomaa,same issue,2020-05-26T01:02:22Z,0,
Shanebagel,Mosh is a national treasure,2020-05-19T17:52:46Z,0,0
Lola,"_I was struggling with SQL _*_immensely_*_ until I came across this video, as the other tutorials I had used were confusing or not very useful. Even though some things are different for me because I'm on Windows & not Mac instead, you've still been very helpful and I'm grateful for that so thanks so much!_",2020-05-19T16:56:29Z,6,0
gautamsehgal1,At 2:38:58 the order_id table showed order_id 13...but what happened to order_id 12?,2020-05-19T14:44:52Z,0,0
rashmi Kumari,In my case mYSQL server is getting failed . All other thing below it is getting installed properly but since server was failed installation is not able to complete.I tried multiple times but same issue everytime. Please suggest any solution,2020-05-19T12:28:28Z,0,0
Gaurav Oberoi,"Under schemas, I don't have the same list of databases as in the video. let me know where i might be wrong. I even refreshed after executing the create-databases file.",2020-05-19T04:39:42Z,0,0
Addishiwot Kifle,"I want to tell you that i have never written a single line of code in my before i accidentally came to watched one of your youtube video and now i have gone a lot in coding. Am one of the fruits of your hard work here, Thanks a lot.",2020-05-18T20:46:14Z,1,0
Saylee Lad,"Hi,
I m getting error will I try to join 2 tables.. 
""Error code 1046 no database selected select the default db to be used by double clicking it's name in schemas""
Can u help me with this?",2020-05-18T15:11:24Z,0,0
Akshat Jain,Is this full course?,2020-05-18T12:53:09Z,0,0
Qian Han,Really great tutorial! Love from China!!!❤️,2020-05-18T01:28:05Z,0,0
Keith Glines,"I downloaded MySQL and when I try to intsall it, I get an error that says ""“mysql-8.0.20-macos10.15-x86_64.pkg” can’t be opened because Apple cannot check it for malicious software."" How do I fix this problem?",2020-05-16T22:40:42Z,0,1
mahim khan,go to settings > security & privacy> unlock at the bottom > give your system password > allow for the download by just a click > lock it again,2020-05-17T18:27:19Z,0,
animesh pandey,"what a beautiful lecture, thankyou Mosh",2020-05-16T15:39:27Z,0,0
osraneslipy,"Man your tutorials are awesome, you are actually able to get into shoes of someone who has very little / no experience with the topic. This is what many other tutorials lack and this is why your tutorials rock so much. Thanks for making these videos",2020-05-16T09:05:21Z,0,0
veena Dhilip,"hi im not getting mysql workbench in the installation package, what shall i do ?",2020-05-16T08:37:31Z,0,0
Everything,"Is there no course on creating Android applications using mysql? 
Well thank you very much and for all the fatigue you give to all of us. Can you do a course to create an application using Mysql to post lessons from me? I am the lesson title, lesson image, description and link to download the file or video link The video is played on another page within the application using recyclerview and when you click on the lesson You will be redirected to activity details with the ability to comment on the lesson and like it and save it in favorites as for the registration page
Logging in and subscribing, I will use the explanation of this video, and when logging in automatically, he will go to the home page to view the lessons and without the need to log in again, as well as a blog application using Mysql to publish posts by users using recyclerview. When you click on the lesson you will be directed to activity details with the ability to comment on Post and like and save it in favorites like these lessons are required and everyone loves her until I searched for it on YouTube but I did not find that well I will wait for your response ..And also create an app like Facebook using mysql's first Blog app?",2020-05-16T06:46:35Z,0,0
Ankit Kumar,Thank you so much Mosh ...really its a great donation towards the world .  i would love to  see videos on linux,2020-05-16T06:28:51Z,0,0
